Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Frequently,377,Research & Development,28,2,Other,1,1106,4,Female,43,3,4,Research Scientist,1,Divorced,17264,11904,5,Y,No,18,4,4,80,1,2,1,1,10,7,6,4
40,Yes,Travel_Rarely,788,Sales,12,1,Life Sciences,1,1107,2,Female,30,3,3,Sales Representative,3,Divorced,11062,9093,9,Y,No,24,4,4,80,1,19,5,4,29,10,9,7
46,No,Travel_Rarely,849,Research & Development,20,3,Human Resources,1,1108,4,Female,64,4,1,Laboratory Technician,1,Single,12593,6019,6,Y,No,17,4,2,80,2,31,5,2,7,14,10,3
42,No,Travel_Rarely,750,Human Resources,15,1,Technical Degree,1,1109,2,Male,69,2,2,Human Resources,2,Single,8020,18956,5,Y,Yes,18,3,2,80,2,22,5,2,18,16,2,6
40,Yes,Non-Travel,132,Sales,28,1,Technical Degree,1,1110,2,Female,77,1,5,Sales Representative,3,Single,3461,22238,0,Y,No,14,3,2,80,1,33,0,1,2,2,11,17
36,No,Non-Travel,350,Sales,11,1,Human Resources,1,1111,2,Female,87,1,3,Sales Executive,4,Married,11861,15743,9,Y,No,20,4,1,80,3,29,3,4,24,9,15,7
46,No,Travel_Rarely,806,Research & Development,6,2,Medical,1,1112,2,Male,56,1,4,Manufacturing Director,2,Married,16512,12847,8,Y,No,15,3,4,80,2,28,4,4,28,16,5,13
50,No,Travel_Rarely,466,Research & Development,11,3,Technical Degree,1,1113,2,Male,41,2,4,Manager,2,Married,5397,18242,3,Y,No,18,3,1,80,2,22,4,4,18,10,14,7
57,No,Travel_Rarely,864,Human Resources,18,5,Human Resources,1,1114,2,Male,89,4,3,Manager,2,Divorced,14626,24884,2,Y,Yes,25,3,4,80,0,2,4,1,16,0,14,7
44,No,Travel_Rarely,330,Human Resources,28,2,Life Sciences,1,1115,4,Female,84,1,3,Human Resources,3,Single,15215,26743,9,Y,Yes,19,4,4,80,2,7,4,1,9,2,6,11
22,No,Travel_Frequently,1130,Sales,25,1,Medical,1,1116,2,Male,67,1,2,Sales Representative,1,Married,15409,6910,9,Y,No,15,3,2,80,3,30,1,4,31,15,12,1
43,No,Travel_Rarely,365,Sales,1,1,Life Sciences,1,1117,2,Female,32,1,2,Manager,3,Married,7465,13967,4,Y,No,21,3,1,80,2,12,5,3,37,8,14,6
31,No,Travel_Rarely,1009,Research & Development,15,2,Marketing,1,1118,4,Male,63,2,1,Research Director,4,Married,8454,23920,2,Y,No,21,3,4,80,2,29,3,2,5,13,13,2
19,Yes,Travel_Rarely,1271,Sales,5,2,Life Sciences,1,1119,2,Male,73,3,2,Sales Executive,1,Single,8913,17855,7,Y,Yes,20,3,2,80,2,13,6,1,11,16,6,3
21,No,Travel_Rarely,603,Research & Development,11,2,Medical,1,1120,1,Male,90,2,4,Research Director,4,Married,17231,22415,6,Y,Yes,11,3,1,80,0,0,3,4,24,1,10,12
43,No,Travel_Frequently,296,Research & Development,28,5,Human Resources,1,1121,1,Male,66,2,5,Research Scientist,3,Married,18109,26896,9,Y,No,14,3,2,80,0,27,3,4,14,8,9,3
58,No,Travel_Rarely,110,Sales,29,2,Marketing,1,1122,2,Male,62,1,3,Sales Executive,3,Single,8871,4682,5,Y,Yes,12,3,4,80,2,36,4,1,0,2,6,3
39,No,Travel_Frequently,606,Research & Development,5,4,Marketing,1,1123,3,Female,56,4,4,Research Director,3,Married,19429,17345,5,Y,No,25,3,3,80,0,18,6,2,0,16,10,10
37,No,Travel_Rarely,263,Sales,5,4,Marketing,1,1124,4,Male,59,1,5,Sales Representative,4,Married,11843,15336,1,Y,No,15,3,3,80,0,5,6,2,9,8,14,6
21,No,Travel_Rarely,1334,Research & Development,21,1,Human Resources,1,1125,1,Female,31,1,4,Manager,3,Married,8321,9185,6,Y,No,18,3,3,80,3,16,4,2,39,16,0,2
47,No,Travel_Rarely,1462,Research & Development,12,2,Marketing,1,1126,3,Female,37,3,2,Manufacturing Director,4,Married,1021,18374,3,Y,No,24,4,1,80,1,39,3,2,24,5,14,17
20,No,Travel_Rarely,1472,Research & Development,13,3,Marketing,1,1127,2,Female,83,4,2,Healthcare Representative,2,Married,12613,4680,2,Y,Yes,25,3,4,80,3,13,0,2,10,2,5,16
54,No,Travel_Rarely,1391,Research & Development,26,3,Human Resources,1,1128,2,Male,55,2,4,Manufacturing Director,1,Divorced,13255,14434,7,Y,No,14,3,3,80,3,2,0,2,2,16,13,10
53,No,Travel_Rarely,922,Research & Development,27,1,Life Sciences,1,1129,2,Female,90,1,2,Manager,3,Married,19399,12422,3,Y,No,23,3,3,80,0,31,5,4,31,11,1,9
60,No,Travel_Rarely,556,Human Resources,27,4,Marketing,1,1130,2,Female,58,3,2,Human Resources,1,Single,14647,11813,2,Y,No,21,4,3,80,3,9,2,4,15,3,14,14
30,Yes,Travel_Frequently,726,Human Resources,23,2,Other,1,1131,1,Female,100,2,3,Human Resources,1,Divorced,1572,17390,9,Y,No,20,3,2,80,1,1,3,1,16,13,7,17
24,No,Travel_Rarely,463,Research & Development,29,2,Technical Degree,1,1132,1,Male,42,2,4,Manager,1,Married,11778,25601,9,Y,No,13,3,3,80,2,28,4,3,23,7,14,1
30,No,Travel_Rarely,1276,Sales,21,4,Human Resources,1,1133,3,Female,43,4,2,Manager,2,Divorced,15115,25690,4,Y,Yes,21,3,4,80,0,13,1,3,9,0,6,1
52,No,Travel_Frequently,712,Research & Development,26,5,Human Resources,1,1134,1,Male,71,4,1,Healthcare Representative,1,Married,10439,19548,2,Y,No,20,3,2,80,1,5,2,2,29,4,11,5
27,No,Travel_Rarely,640,Human Resources,16,5,Marketing,1,1135,2,Male,86,2,4,Human Resources,3,Single,9162,10338,1,Y,No,17,3,1,80,2,2,0,1,12,14,9,5
56,No,Travel_Frequently,1066,Research & Development,2,5,Other,1,1136,1,Female,40,3,2,Research Scientist,3,Married,16390,26149,6,Y,No,19,4,3,80,1,7,5,4,28,2,3,16
24,No,Travel_Rarely,624,Research & Development,24,3,Medical,1,1137,1,Female,65,3,4,Healthcare Representative,1,Single,12619,26959,6,Y,Yes,14,3,4,80,2,6,3,2,21,6,3,9
20,No,Travel_Rarely,600,Research & Development,27,1,Medical,1,1138,1,Male,45,4,1,Research Director,2,Divorced,13948,23170,6,Y,Yes,20,4,4,80,0,0,1,1,6,4,8,14
27,Yes,Travel_Rarely,419,Sales,10,2,Human Resources,1,1139,2,Male,82,4,2,Sales Executive,4,Divorced,9822,23840,7,Y,Yes,13,3,4,80,0,15,4,4,25,13,7,12
50,No,Travel_Frequently,196,Research & Development,13,2,Life Sciences,1,1140,1,Female,69,2,4,Manager,4,Married,6289,22445,4,Y,No,15,3,2,80,2,33,1,4,3,16,9,13
43,No,Travel_Rarely,155,Research & Development,17,2,Marketing,1,1141,1,Male,76,1,1,Healthcare Representative,1,Married,10867,21025,6,Y,No,18,3,4,80,1,16,5,2,29,14,12,17
33,No,Travel_Rarely,665,Research & Development,19,2,Technical Degree,1,1142,2,Male,49,1,2,Laboratory Technician,3,Married,19222,20166,6,Y,No,13,3,1,80,2,1,1,2,15,13,12,10
46,No,Non-Travel,1493,Research & Development,20,1,Marketing,1,1143,2,Female,50,1,4,Manager,2,Married,12454,17993,7,Y,Yes,24,3,3,80,1,36,1,2,27,1,0,13
45,No,Travel_Rarely,466,Research & Development,12,1,Human Resources,1,1144,1,Female,75,4,4,Manager,2,Single,14440,18185,7,Y,Yes,24,3,4,80,0,25,6,1,9,17,7,4
41,No,Travel_Frequently,998,Research & Development,25,4,Medical,1,1145,1,Male,55,3,2,Research Director,3,Divorced,3366,11801,0,Y,No,18,3,4,80,2,39,5,1,16,3,2,4
40,No,Travel_Frequently,556,Research & Development,24,3,Technical Degree,1,1146,4,Male,79,4,1,Research Director,4,Married,19770,24182,6,Y,Yes,19,3,3,80,0,23,4,2,12,7,8,10
22,No,Non-Travel,525,Research & Development,28,1,Life Sciences,1,1147,3,Male,40,1,1,Laboratory Technician,3,Single,5656,17900,9,Y,No,15,4,3,80,3,19,4,2,10,15,8,16
29,No,Non-Travel,329,Research & Development,17,3,Medical,1,1148,1,Male,51,1,3,Healthcare Representative,4,Single,19454,17371,5,Y,Yes,14,3,2,80,0,20,3,1,14,4,15,0
40,No,Non-Travel,889,Research & Development,3,5,Medical,1,1149,2,Female,37,1,4,Healthcare Representative,4,Divorced,9474,20570,5,Y,No,25,3,4,80,3,0,1,1,2,4,6,9
23,No,Travel_Rarely,1023,Research & Development,25,3,Other,1,1150,2,Female,36,3,3,Healthcare Representative,4,Divorced,18460,3969,6,Y,No,17,3,4,80,1,15,2,4,16,0,7,3
38,No,Travel_Frequently,591,Sales,3,2,Medical,1,1151,4,Male,48,1,3,Manager,4,Married,17945,24980,5,Y,No,25,3,1,80,3,18,6,4,5,6,8,15
23,No,Travel_Frequently,838,Research & Development,6,2,Other,1,1152,4,Male,64,3,1,Research Scientist,4,Single,15354,16603,4,Y,No,12,4,1,80,0,12,6,2,21,9,2,9
51,No,Travel_Rarely,767,Sales,9,2,Marketing,1,1153,4,Male,40,4,2,Sales Representative,2,Divorced,18412,25615,9,Y,No,12,3,4,80,1,34,5,3,3,8,0,0
22,No,Travel_Rarely,480,Sales,6,2,Technical Degree,1,1154,1,Male,36,1,1,Sales Representative,4,Married,12582,4655,0,Y,No,18,3,4,80,1,39,6,1,0,0,11,0
21,No,Non-Travel,1069,Research & Development,21,5,Human Resources,1,1155,2,Male,92,3,3,Healthcare Representative,4,Divorced,17128,7912,8,Y,Yes,22,3,1,80,0,19,5,4,18,3,4,11
45,No,Travel_Rarely,876,Sales,13,5,Human Resources,1,1156,2,Male,66,3,2,Sales Representative,3,Divorced,4278,25737,1,Y,No,17,3,2,80,1,32,2,4,12,0,5,4
27,No,Travel_Rarely,194,Sales,7,2,Life Sciences,1,1157,3,Female,80,4,1,Sales Representative,3,Married,2343,19349,2,Y,Yes,23,3,3,80,0,9,5,1,35,4,15,0
33,No,Travel_Rarely,790,Sales,1,5,Other,1,1158,4,Male,81,1,4,Sales Executive,4,Single,11327,18199,6,Y,No,12,3,1,80,1,37,5,1,10,11,3,2
31,No,Travel_Rarely,646,Research & Development,7,5,Human Resources,1,1159,2,Female,37,1,2,Manager,1,Married,16388,12163,6,Y,No,23,3,3,80,1,28,0,2,16,0,14,2
27,No,Travel_Frequently,1214,Research & Development,21,1,Other,1,1160,3,Male,74,1,5,Manufacturing Director,1,Divorced,15544,15932,9,Y,No,17,3,4,80,0,30,6,1,9,3,10,6
50,No,Travel_Rarely,530,Sales,24,3,Medical,1,1161,2,Female,91,3,3,Sales Executive,4,Married,11034,15699,2,Y,Yes,15,3,1,80,3,24,3,2,36,10,4,12
47,No,Travel_Rarely,1438,Research & Development,9,4,Technical Degree,1,1162,1,Female,61,4,1,Healthcare Representative,3,Divorced,10900,7020,0,Y,Yes,20,3,4,80,2,33,2,3,32,10,15,15
28,No,Travel_Frequently,961,Research & Development,3,3,Technical Degree,1,1163,2,Male,91,1,4,Laboratory Technician,3,Married,12590,16205,2,Y,Yes,22,4,1,80,3,21,3,3,7,17,9,9
47,No,Travel_Rarely,284,Sales,17,3,Technical Degree,1,1164,3,Male,97,2,4,Sales Executive,3,Divorced,17497,14939,5,Y,No,24,3,1,80,3,39,2,1,10,10,5,17
48,No,Travel_Rarely,665,Sales,23,3,Marketing,1,1165,2,Female,68,3,5,Sales Executive,3,Married,16995,9891,3,Y,No,12,3,3,80,1,27,2,2,7,17,7,14
41,Yes,Travel_Rarely,1337,Research & Development,3,4,Technical Degree,1,1166,3,Male,37,4,4,Manufacturing Director,1,Single,3091,10625,2,Y,No,21,3,4,80,1,18,3,4,6,13,5,2
42,No,Travel_Frequently,457,Research & Development,24,2,Technical Degree,1,1167,3,Male,73,4,2,Research Scientist,2,Married,12322,21218,9,Y,No,15,4,4,80,3,8,6,4,9,10,13,13
58,No,Non-Travel,1087,Research & Development,5,3,Marketing,1,1168,2,Male,92,3,4,Healthcare Representative,1,Single,8243,18915,5,Y,Yes,18,4,4,80,1,37,2,3,34,7,7,4
37,No,Travel_Rarely,1197,Research & Development,8,2,Other,1,1169,4,Female,71,4,4,Research Director,2,Married,16190,13797,6,Y,No,17,3,4,80,0,2,1,3,18,2,0,17
34,No,Travel_Rarely,1070,Sales,19,5,Other,1,1170,1,Male,86,4,3,Sales Executive,1,Divorced,10617,17147,7,Y,No,22,4,4,80,2,1,5,1,15,13,11,15
41,No,Travel_Rarely,228,Research & Development,2,1,Medical,1,1171,4,Male,68,4,4,Research Scientist,4,Single,19835,8102,4,Y,No,16,3,2,80,3,1,2,4,7,17,12,1
53,No,Travel_Rarely,625,Research & Development,9,1,Technical Degree,1,1172,1,Male,59,2,5,Manufacturing Director,2,Divorced,9219,14529,7,Y,No,15,3,1,80,0,4,3,2,7,6,6,3
48,No,Travel_Rarely,588,Sales,5,1,Other,1,1173,2,Female,97,2,4,Sales Executive,3,Single,13905,16085,9,Y,No,18,4,4,80,2,10,1,3,22,6,14,7
21,No,Travel_Rarely,582,Research & Development,7,2,Marketing,1,1174,4,Male,40,2,3,Healthcare Representative,1,Married,3071,8388,7,Y,Yes,21,3,1,80,1,20,1,2,30,1,6,13
37,No,Travel_Rarely,1330,Research & Development,23,4,Other,1,1175,3,Female,61,4,3,Laboratory Technician,1,Divorced,18715,6315,2,Y,No,23,3,3,80,1,11,1,1,22,11,4,9
49,No,Travel_Rarely,109,Research & Development,7,5,Life Sciences,1,1176,2,Female,41,2,5,Manufacturing Director,2,Married,3924,15188,7,Y,No,11,3,4,80,1,18,2,3,26,5,11,1
27,No,Travel_Rarely,855,Research & Development,2,3,Marketing,1,1177,4,Male,76,4,5,Research Scientist,4,Divorced,8194,25525,2,Y,No,19,4,1,80,0,18,6,3,10,0,2,11
60,No,Travel_Frequently,1475,Research & Development,7,1,Other,1,1178,1,Male,95,3,2,Research Scientist,4,Divorced,16916,13593,0,Y,Yes,12,3,4,80,1,17,4,3,38,0,15,11
52,No,Travel_Rarely,1325,Sales,3,2,Human Resources,1,1179,3,Female,100,1,1,Sales Executive,3,Married,19381,24545,4,Y,No,20,3,2,80,1,2,4,4,33,6,10,16
54,No,Travel_Rarely,949,Sales,19,1,Technical Degree,1,1180,3,Female,46,2,5,Sales Executive,3,Divorced,10207,23295,5,Y,No,20,3,1,80,3,22,0,4,35,8,5,4
21,Yes,Travel_Rarely,1497,Research & Development,29,3,Technical Degree,1,1181,1,Male,81,1,2,Manager,3,Single,10214,20642,4,Y,Yes,23,3,2,80,0,12,0,2,27,8,1,0
42,No,Travel_Frequently,664,Sales,5,4,Marketing,1,1182,4,Male,92,3,5,Manager,3,Married,1934,24368,2,Y,No,13,3,2,80,3,22,2,2,28,14,9,13
40,No,Travel_Rarely,956,Sales,22,1,Other,1,1183,4,Male,89,2,1,Manager,3,Single,19598,12337,2,Y,No,22,3,2,80,0,2,6,1,2,10,9,12
44,No,Travel_Rarely,862,Sales,11,4,Marketing,1,1184,1,Male,65,2,5,Sales Executive,1,Divorced,1322,21003,9,Y,No,21,3,1,80,1,35,0,4,6,14,12,9
54,No,Travel_Rarely,168,Sales,3,2,Life Sciences,1,1185,1,Male,42,1,4,Manager,2,Married,1504,5698,2,Y,Yes,20,3,1,80,1,29,5,1,5,5,4,12
33,No,Travel_Rarely,158,Research & Development,20,4,Medical,1,1186,1,Male,62,1,2,Research Director,4,Married,10000,10054,7,Y,No,20,4,2,80,1,14,5,1,19,4,3,3
40,Yes,Non-Travel,1355,Research & Development,7,5,Technical Degree,1,1187,2,Male,85,4,1,Research Scientist,2,Divorced,1077,16206,2,Y,No,19,3,1,80,3,14,1,3,24,10,6,2
47,No,Travel_Rarely,344,Human Resources,15,4,Human Resources,1,1188,2,Female,73,4,5,Human Resources,1,Single,4130,3042,1,Y,No,11,3,3,80,3,12,0,4,4,2,13,7
50,No,Travel_Rarely,598,Sales,15,4,Marketing,1,1189,3,Female,57,2,1,Sales Representative,3,Divorced,12930,21153,0,Y,No,23,3,4,80,2,40,1,2,30,14,14,16
51,No,Travel_Frequently,973,Research & Development,18,4,Human Resources,1,1190,3,Female,45,4,1,Manufacturing Director,2,Single,14400,25140,2,Y,No,16,3,1,80,2,28,0,1,22,3,5,9
32,No,Travel_Rarely,906,Research & Development,4,1,Other,1,1191,1,Female,76,3,4,Research Scientist,3,Married,6671,4716,8,Y,No,12,3,1,80,2,18,5,1,24,17,0,11
60,No,Travel_Rarely,820,Research & Development,8,1,Technical Degree,1,1192,2,Female,60,2,4,Healthcare Representative,3,Married,16112,26801,4,Y,No,20,3,3,80,3,26,5,4,37,18,1,17
18,No,Travel_Rarely,1470,Research & Development,22,2,Other,1,1193,4,Male,63,2,1,Manager,3,Married,12550,4289,6,Y,No,25,3,1,80,3,2,4,3,23,10,8,5
39,No,Travel_Rarely,1202,Human Resources,28,4,Marketing,1,1194,4,Female,96,3,2,Manager,4,Married,5344,5257,9,Y,No,21,3,3,80,3,34,0,2,0,5,0,8
44,No,Travel_Frequently,1418,Research & Development,1,4,Marketing,1,1195,2,Male,30,4,4,Healthcare Representative,3,Married,14539,21082,0,Y,Yes,14,3,2,80,0,24,6,4,31,6,11,12
20,No,Travel_Frequently,1022,Sales,13,4,Other,1,1196,1,Male,46,2,4,Manager,4,Divorced,12255,19169,1,Y,No,23,3,2,80,1,12,4,1,35,8,0,2
37,No,Non-Travel,1470,Sales,26,2,Technical Degree,1,1197,1,Female,95,2,2,Manager,1,Single,16431,25407,9,Y,Yes,23,3,3,80,1,28,5,3,3,9,6,7
43,Yes,Travel_Frequently,942,Research & Development,9,5,Technical Degree,1,1198,2,Female,95,4,3,Laboratory Technician,4,Single,3942,12682,5,Y,No,15,4,4,80,0,0,2,2,22,1,12,9
44,No,Travel_Rarely,859,Sales,13,3,Marketing,1,1199,2,Male,51,3,1,Manager,2,Single,5393,16353,6,Y,Yes,18,3,1,80,3,20,1,1,19,3,7,5
23,No,Travel_Rarely,1241,Research & Development,27,2,Human Resources,1,1200,2,Female,100,2,1,Research Director,3,Married,6774,5793,3,Y,No,23,3,1,80,0,38,5,4,6,14,10,3
29,No,Travel_Rarely,1316,Research & Development,29,4,Life Sciences,1,1201,1,Male,45,2,5,Manager,1,Single,7492,19324,8,Y,No,13,3,3,80,3,31,0,4,11,1,5,7
28,No,Non-Travel,197,Research & Development,20,1,Life Sciences,1,1202,2,Male,33,3,2,Healthcare Representative,3,Single,17888,26952,6,Y,No,16,3,1,80,3,1,1,4,35,8,12,15
45,No,Travel_Frequently,1374,Research & Development,21,3,Marketing,1,1203,2,Male,51,1,5,Research Scientist,1,Divorced,14920,16959,2,Y,No,17,3,2,80,2,24,1,1,16,16,6,7
32,No,Travel_Rarely,1067,Research & Development,18,4,Life Sciences,1,1204,2,Male,67,1,1,Manufacturing Director,3,Divorced,11341,25336,6,Y,Yes,11,3,2,80,1,27,0,3,22,1,12,15
42,No,Travel_Rarely,1356,Sales,9,4,Marketing,1,1205,1,Female,30,3,5,Sales Executive,1,Divorced,11272,11896,0,Y,No,13,3,2,80,1,21,3,2,31,17,15,12
49,No,Travel_Frequently,1102,Sales,26,2,Technical Degree,1,1206,4,Male,42,1,3,Sales Executive,1,Single,17832,26566,2,Y,No,20,3,3,80,2,13,1,2,18,8,6,2
52,No,Non-Travel,1397,Research & Development,1,1,Marketing,1,1207,2,Male,86,3,5,Manufacturing Director,1,Married,9494,15460,2,Y,No,14,3,1,80,2,27,6,1,36,8,3,16
25,No,Travel_Frequently,486,Research & Development,2,1,Medical,1,1208,2,Female,74,4,5,Healthcare Representative,2,Single,5286,5677,7,Y,No,14,3,2,80,2,17,6,3,20,13,14,10
56,No,Travel_Rarely,364,Sales,18,1,Medical,1,1209,4,Male,72,1,2,Manager,4,Married,3608,11124,7,Y,No,15,3,1,80,2,38,1,4,40,14,10,10
25,Yes,Travel_Rarely,375,Research & Development,25,5,Technical Degree,1,1210,3,Male,100,2,4,Manufacturing Director,4,Married,7276,14345,0,Y,Yes,12,3,4,80,3,34,5,1,6,8,14,12
18,No,Travel_Rarely,454,Research & Development,24,4,Human Resources,1,1211,1,Male,46,4,2,Laboratory Technician,1,Divorced,13415,3763,9,Y,No,20,3,4,80,3,37,0,3,36,1,6,0
19,No,Travel_Rarely,400,Research & Development,20,3,Other,1,1212,1,Male,93,1,4,Research Director,4,Married,9952,24404,8,Y,No,14,4,2,80,3,17,2,3,4,18,5,4
26,No,Non-Travel,719,Research & Development,11,3,Technical Degree,1,1213,1,Male,55,4,5,Healthcare Representative,3,Single,9019,8050,4,Y,No,20,3,1,80,1,27,4,3,33,0,1,14
55,No,Travel_Rarely,379,Research & Development,11,2,Life Sciences,1,1214,3,Female,95,1,5,Healthcare Representative,2,Married,10126,18909,2,Y,No,23,3,2,80,0,5,1,2,27,16,12,11
26,Yes,Travel_Rarely,323,Sales,13,1,Medical,1,1215,2,Female,85,4,4,Sales Executive,4,Divorced,19522,25006,4,Y,No,18,3,4,80,1,30,0,1,22,8,13,7
47,No,Travel_Rarely,834,Research & Development,8,1,Marketing,1,1216,2,Male,45,2,2,Laboratory Technician,1,Single,19955,12918,5,Y,No,24,4,4,80,1,30,1,4,36,9,13,8
35,No,Travel_Rarely,1211,Research & Development,13,4,Medical,1,1217,3,Male,44,1,1,Manager,1,Divorced,4072,17270,6,Y,No,13,3,3,80,1,31,4,3,26,14,4,11
19,No,Travel_Rarely,291,Research & Development,4,1,Other,1,1218,3,Male,68,3,3,Laboratory Technician,1,Single,3182,14962,3,Y,No,25,3,4,80,2,0,1,3,28,17,7,8
37,No,Travel_Rarely,816,Research & Development,10,1,Marketing,1,1219,1,Female,65,1,1,Laboratory Technician,1,Single,5648,21126,1,Y,Yes,15,3,1,80,3,18,1,3,30,2,7,8
19,No,Travel_Frequently,1023,Sales,28,4,Human Resources,1,1220,1,Male,46,2,3,Sales Executive,2,Divorced,17188,3055,6,Y,No,15,3,3,80,3,11,1,2,34,15,1,9
38,No,Travel_Rarely,1088,Sales,21,3,Medical,1,1221,4,Male,48,3,5,Sales Representative,1,Single,9735,11051,7,Y,No,25,3,4,80,2,37,6,2,9,12,0,5
42,No,Travel_Rarely,248,Sales,5,3,Marketing,1,1222,4,Female,93,3,1,Sales Representative,1,Married,17411,17324,2,Y,Yes,17,3,1,80,2,22,6,3,34,6,5,10
40,No,Travel_Rarely,1127,Research & Development,9,2,Other,1,1223,4,Male,83,2,5,Research Director,2,Single,13291,4369,6,Y,No,22,3,2,80,1,25,5,4,24,8,8,12
30,No,Travel_Rarely,139,Research & Development,8,1,Medical,1,1224,4,Male,43,4,3,Laboratory Technician,3,Married,11514,23506,5,Y,No,23,3,2,80,2,17,0,2,1,14,15,12
50,No,Travel_Rarely,433,Sales,9,3,Other,1,1225,2,Male,81,2,1,Manager,4,Married,6355,17835,5,Y,No,17,3,1,80,1,4,1,1,37,2,13,11
43,No,Travel_Frequently,548,Research & Development,21,2,Technical Degree,1,1226,4,Male,40,2,4,Manager,1,Divorced,7542,2163,0,Y,Yes,15,4,1,80,3,25,6,1,31,9,11,8
28,No,Travel_Rarely,1294,Research & Development,26,3,Technical Degree,1,1227,4,Female,61,2,1,Manufacturing Director,3,Divorced,3814,2396,3,Y,Yes,18,3,4,80,3,25,3,3,36,13,15,11
36,No,Non-Travel,370,Research & Development,21,1,Marketing,1,1228,4,Male,30,4,4,Laboratory Technician,1,Married,10869,6078,3,Y,No,16,4,3,80,1,15,0,1,31,10,12,13
22,Yes,Travel_Rarely,1195,Human Resources,15,2,Human Resources,1,1229,1,Male,76,3,3,Manager,4,Married,6333,18629,8,Y,Yes,17,3,1,80,2,25,1,4,14,8,8,5
57,No,Travel_Rarely,1484,Sales,5,1,Other,1,1230,1,Male,42,1,4,Manager,2,Single,6563,14995,8,Y,Yes,14,3,3,80,0,16,5,2,14,9,14,8
50,No,Travel_Rarely,1443,Sales,5,3,Medical,1,1231,2,Male,46,4,2,Sales Representative,4,Married,1760,14106,8,Y,No,24,3,3,80,1,27,6,2,11,9,14,12
30,No,Travel_Rarely,525,Research & Development,24,2,Technical Degree,1,1232,3,Male,43,2,1,Laboratory Technician,4,Married,16184,16065,4,Y,Yes,19,3,2,80,3,14,2,1,16,15,3,11
47,No,Travel_Frequently,235,Sales,20,2,Human Resources,1,1233,4,Female,43,2,2,Sales Representative,2,Single,18846,14415,3,Y,No,22,3,2,80,2,31,1,2,1,15,4,8
47,No,Travel_Rarely,412,Research & Development,15,3,Medical,1,1234,2,Male,35,1,4,Manufacturing Director,2,Divorced,10471,10645,4,Y,No,20,3,3,80,2,36,0,3,30,17,15,4
44,No,Travel_Rarely,1176,Sales,17,3,Technical Degree,1,1235,4,Female,69,4,5,Sales Representative,2,Single,11188,2276,7,Y,Yes,16,3,4,80,0,19,1,4,30,1,0,16
20,No,Travel_Rarely,377,Sales,25,2,Other,1,1236,4,Female,91,1,2,Sales Representative,2,Single,18591,2789,6,Y,No,15,3,4,80,3,0,5,3,40,6,8,9
55,No,Travel_Frequently,1004,Sales,24,4,Medical,1,1237,4,Male,51,4,2,Sales Executive,2,Divorced,10722,19255,6,Y,Yes,25,3,2,80,3,27,5,3,22,16,6,9
59,No,Travel_Rarely,624,Research & Development,3,2,Technical Degree,1,1238,1,Female,85,1,5,Manager,3,Married,12834,20614,4,Y,Yes,11,3,1,80,1,38,1,2,40,12,11,8
59,Yes,Travel_Frequently,1174,Sales,12,2,Technical Degree,1,1239,1,Female,68,3,2,Sales Representative,2,Married,9138,8067,6,Y,No,15,4,1,80,3,29,6,2,8,7,15,13
60,No,Travel_Rarely,948,Sales,2,3,Medical,1,1240,1,Female,48,1,2,Sales Representative,4,Single,10776,8144,8,Y,No,22,3,1,80,2,14,6,4,19,11,5,5
57,No,Travel_Frequently,920,Research & Development,12,1,Medical,1,1241,3,Male,34,2,5,Research Director,2,Married,10919,12252,6,Y,No,19,3,1,80,1,23,6,3,32,8,3,16
49,No,Travel_Rarely,1195,Research & Development,19,3,Technical Degree,1,1242,3,Male,85,4,3,Manufacturing Director,2,Married,14512,18147,4,Y,No,20,3,4,80,1,14,5,4,32,16,5,1
20,No,Travel_Rarely,1436,Research & Development,7,3,Medical,1,1243,2,Male,31,3,3,Research Scientist,2,Single,12483,16875,8,Y,No,11,3,3,80,2,31,4,3,31,10,11,0
38,Yes,Non-Travel,611,Sales,5,1,Human Resources,1,1244,1,Female,59,3,3,Manager,3,Married,10579,16020,9,Y,No,14,4,1,80,1,29,6,1,19,8,5,9
28,No,Travel_Rarely,841,Research & Development,15,3,Technical Degree,1,1245,3,Male,32,1,4,Research Scientist,1,Single,2449,3008,7,Y,No,19,3,4,80,2,25,4,2,2,11,10,15
27,No,Travel_Rarely,977,Sales,16,1,Other,1,1246,3,Male,85,4,2,Sales Representative,2,Single,18186,12824,8,Y,No,15,4,1,80,0,15,5,2,35,3,5,0
53,No,Travel_Rarely,1252,Research & Development,21,4,Marketing,1,1247,2,Male,100,2,4,Laboratory Technician,2,Single,17878,20839,2,Y,No,18,4,3,80,1,7,2,2,15,14,11,12
52,No,Travel_Rarely,775,Sales,1,1,Medical,1,1248,2,Male,52,3,2,Sales Executive,3,Single,4511,16795,4,Y,Yes,25,3,1,80,2,25,1,4,26,3,1,7
